Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Pakistan,Wheat,2021,29956,494.0,2303.1,26.19
Pakistan,Wheat,2021,29956,494.0,2303.1,27.62
Pakistan,Wheat,2021,29956,494.0,2303.1,20.22
Pakistan,Wheat,2021,29956,494.0,2303.1,24.51
Pakistan,Wheat,2022,29196,494.0,1979.8,26.22
Pakistan,Wheat,2022,29196,494.0,1979.8,24.54
Pakistan,Wheat,2022,29196,494.0,1979.8,28.17
Pakistan,Wheat,2022,29196,494.0,1979.8,24.54
Pakistan,Wheat,2022,29196,494.0,1979.8,27.48
Pakistan,Wheat,2022,29196,494.0,1979.8,26.22
Pakistan,Wheat,2022,29196,494.0,1979.8,27.65
Pakistan,Wheat,2022,29196,494.0,1979.8,20.25
Pakistan,Wheat,2022,29196,494.0,1979.8,24.54
Pakistan,Wheat,2023,31176,494.0,1656.4,26.25
Pakistan,Wheat,2023,31176,494.0,1656.4,24.57
Pakistan,Wheat,2023,31176,494.0,1656.4,28.2
Pakistan,Wheat,2023,31176,494.0,1656.4,24.57
Pakistan,Wheat,2023,31176,494.0,1656.4,27.51
Pakistan,Wheat,2023,31176,494.0,1656.4,26.25
Pakistan,Wheat,2023,31176,494.0,1656.4,27.68
Pakistan,Wheat,2023,31176,494.0,1656.4,20.28
Pakistan,Wheat,2023,31176,494.0,1656.4,24.57
Pakistan,Wheat,2024,32683,494.0,1333.0,26.28
Pakistan,Wheat,2024,32683,494.0,1333.0,24.6
Pakistan,Wheat,2024,32683,494.0,1333.0,28.23
Pakistan,Wheat,2024,32683,494.0,1333.0,24.6
Pakistan,Wheat,2024,32683,494.0,1333.0,27.54
Pakistan,Wheat,2024,32683,494.0,1333.0,26.28
Pakistan,Wheat,2024,32683,494.0,1333.0,27.71
Pakistan,Wheat,2024,32683,494.0,1333.0,20.31
Pakistan,Wheat,2024,32683,494.0,1333.0,24.6
Pakistan,Wheat,2025,31773,494.0,1009.6,26.31
Pakistan,Wheat,2025,31773,494.0,1009.6,24.63
Pakistan,Wheat,2025,31773,494.0,1009.6,28.26
Pakistan,Wheat,2025,31773,494.0,1009.6,24.63
Pakistan,Wheat,2025,31773,494.0,1009.6,27.57
Pakistan,Wheat,2025,31773,494.0,1009.6,26.31
Pakistan,Wheat,2025,31773,494.0,1009.6,27.74
Pakistan,Wheat,2025,31773,494.0,1009.6,20.34
Pakistan,Wheat,2025,31773,494.0,1009.6,24.63
Pakistan,Wheat,2026,32144,494.0,686.2,26.34
Pakistan,Wheat,2026,32144,494.0,686.2,24.66
Pakistan,Wheat,2026,32144,494.0,686.2,28.29
Pakistan,Wheat,2026,32144,494.0,686.2,24.66
Pakistan,Wheat,2026,32144,494.0,686.2,27.6
Pakistan,Wheat,2026,32144,494.0,686.2,26.34
Pakistan,Wheat,2026,32144,494.0,686.2,27.77
Pakistan,Wheat,2026,32144,494.0,686.2,20.37
Pakistan,Wheat,2026,32144,494.0,686.2,24.66
