"N","P","K","temperature","humidity","ph","rainfall","label"
"19","49","22","28.76","84.54","7.2","49.8","mungbean"
"34","35","20","27.63","87.04","6.46","52.25","mungbean"
"39","42","19","28.69","83.26","7.2","47.86","mungbean"
"15","35","17","28.35","85.68","6.53","46.43","mungbean"
"27","47","18","27.21","87.63","6.79","46.94","mungbean"
"16","52","25","27.26","87.13","6.96","49.91","mungbean"
"26","50","25","28.41","84.04","7.01","55.08","mungbean"
"11","57","21","27.01","87.52","6.72","42.25","mungbean"
"15","51","19","28.1","82.46","6.78","58.83","mungbean"
"13","48","20","28.67","85.69","6.32","54.54","mungbean"
"29","51","15","27.33","86.56","6.92","37","mungbean"
"22","60","17","29.49","85.38","6.48","50.53","mungbean"
"14","37","19","29.49","86.56","6.24","48.12","mungbean"
"24","46","18","29.2","87.35","6.77","40.39","mungbean"
"23","45","18","28.84","80.03","6.99","36.85","mungbean"
"11","47","15","29.41","82.88","6.85","50.3","mungbean"
"30","35","21","27.8","84.57","6.81","52.35","mungbean"
"16","39","18","27.09","90","6.78","44.04","mungbean"
"8","50","21","27.33","83.1","6.83","47.98","mungbean"
"22","35","23","28.45","85.34","6.57","48.26","mungbean"
"13","35","25","28.39","87.1","6.54","49.64","mungbean"
"25","60","19","28.95","87.71","6.63","55.68","mungbean"
"3","43","18","28.75","80.03","6.65","51.29","mungbean"
"36","49","20","29.34","85.96","6.97","48.99","mungbean"
"14","59","21","29.04","89.65","6.77","42.07","mungbean"
"38","45","19","28.39","84.35","6.68","53.43","mungbean"
"21","54","18","28.64","84.82","6.71","39.91","mungbean"
"14","54","15","27.92","87.72","7.07","59.87","mungbean"
"23","59","19","28.85","89.55","6.65","36.12","mungbean"
"29","44","25","28.01","87.08","6.89","44.42","mungbean"
"22","46","19","29.31","80.97","6.51","52.05","mungbean"
"32","49","23","28.02","84.23","6.62","47.57","mungbean"
"36","48","22","27.55","89.88","6.34","45.34","mungbean"
"5","37","21","28.6","83.29","6.52","46.69","mungbean"
"24","45","19","29.91","87.22","6.55","54.55","mungbean"
"12","38","25","28.81","80.03","6.7","36.91","mungbean"
"4","43","19","29.81","84.38","6.38","43.11","mungbean"
"17","54","20","28.14","86.83","6.8","58.53","mungbean"
"16","43","25","27.6","82.42","6.35","51.76","mungbean"
"32","39","16","28.61","86.77","6.28","40.63","mungbean"
"24","46","17","29.06","83.55","6.66","39.83","mungbean"
"0","40","22","29.41","83.68","6.93","52.54","mungbean"
"28","47","19","28.87","86.68","6.42","55.87","mungbean"
"28","50","18","29.07","82.11","6.56","37.16","mungbean"
"23","58","17","28.88","87.11","7.01","40.14","mungbean"
"18","56","17","28.6","86.77","6.89","42.56","mungbean"
"40","58","17","28.13","81.38","6.62","42.11","mungbean"
"16","40","20","29.26","86.24","6.33","58.78","mungbean"
"0","55","19","27.15","84.86","6.82","45.99","mungbean"
"32","41","21","28.66","80.42","6.64","39.28","mungbean"
"37","40","18","28.15","84.74","6.4","58.13","mungbean"
"15","48","19","28.27","80.03","6.74","51.47","mungbean"
"14","54","16","28.54","86.62","6.73","40.91","mungbean"
"18","46","23","28.09","89.77","6.94","50.22","mungbean"
"23","46","23","27.9","88.12","6.22","44.44","mungbean"
"25","45","17","28.22","85.76","6.89","52.09","mungbean"
"21","46","19","29.91","83.08","6.56","49.62","mungbean"
"18","53","18","29.21","83.68","7.01","52.74","mungbean"
"17","40","17","28.63","82.71","6.94","49.99","mungbean"
"36","50","18","28.77","85.27","6.61","41.84","mungbean"
"16","41","23","28.64","83.88","6.72","45.72","mungbean"
"23","56","19","28.28","87.12","6.26","51.85","mungbean"
"38","43","21","29.91","84.17","6.7","46.28","mungbean"
"18","41","25","29.56","83.2","6.88","49.35","mungbean"
"7","54","15","28.15","86.08","6.32","45.38","mungbean"
"0","45","19","28.19","88.48","6.75","36.12","mungbean"
"27","40","19","28.59","83.94","7.14","47.23","mungbean"
"0","54","20","28.48","90","6.51","47.44","mungbean"
"19","60","16","27.72","84.59","6.49","42.95","mungbean"
"33","49","20","27.64","81.08","7.19","40.65","mungbean"
"29","47","19","29.51","83.71","6.74","50.01","mungbean"
"32","46","20","28.98","83.05","7.2","36.12","mungbean"
"25","51","18","29.46","89.09","6.66","51.33","mungbean"
"21","54","18","27.45","86.52","6.9","36.12","mungbean"
"26","47","20","29.76","87.77","7.03","53.5","mungbean"
"13","35","21","28.22","85.88","6.47","59.42","mungbean"
"13","38","22","27.98","88.4","6.55","55.39","mungbean"
"37","42","22","28.85","80.99","6.85","48.46","mungbean"
"21","35","24","27.65","82.54","6.46","37.65","mungbean"
"16","36","23","29.18","83.72","7.1","46.91","mungbean"
"7","49","21","27.01","85.37","6.4","49.16","mungbean"
"34","60","22","27.01","82.05","6.85","47.96","mungbean"
"29","48","25","27.01","84.27","6.47","51.61","mungbean"
"30","45","19","27.76","85.37","6.74","44.56","mungbean"
"26","54","20","28.11","85.47","6.82","50.87","mungbean"
"13","56","20","27.01","87.45","6.76","56.07","mungbean"
"13","43","19","27.19","83.05","6.91","41.54","mungbean"
"16","49","15","29.91","82.87","6.77","52.06","mungbean"
"14","60","24","28.64","86.39","6.7","50.88","mungbean"
"9","41","24","28.46","85.95","6.68","48.1","mungbean"
"8","52","17","28.79","81.62","6.22","41.82","mungbean"
"7","44","19","28.16","84.46","7.04","56.3","mungbean"
"26","57","25","29.43","82.76","6.88","46.18","mungbean"
"18","48","18","28.47","82.34","6.59","43.88","mungbean"
"6","40","19","28.95","85.08","6.92","48.96","mungbean"
"23","42","25","28.75","86.58","6.8","50.23","mungbean"
"25","51","19","27.01","84.16","6.52","56.59","mungbean"
"13","50","17","28","80.03","6.77","41.56","mungbean"
"35","54","21","28.18","90","6.66","41.01","mungbean"
"36","52","15","29.44","82.58","6.71","56.98","mungbean"
"6","49","21","28.64","90","7.2","39.95","mungbean"
"23","45","19","29.73","87.01","6.66","48.24","mungbean"
"26","52","22","27.03","85.79","7.1","44.14","mungbean"
"17","35","23","29.21","83.28","6.52","57.75","mungbean"
"14","53","15","29.4","87.22","6.83","52.52","mungbean"
"3","55","18","28.04","88.88","6.45","59.87","mungbean"
"13","44","23","29.05","80.03","6.6","44.99","mungbean"
"7","41","19","27.53","87.63","6.85","42.62","mungbean"
"23","45","21","28.99","84.14","6.64","48.5","mungbean"
"25","50","17","28.96","82.26","6.55","36.12","mungbean"
"26","41","24","27.25","87.07","6.44","48.26","mungbean"
"21","37","19","28.48","87.27","6.79","51.56","mungbean"
"6","49","25","28.18","83.89","6.46","48.32","mungbean"
"2","43","22","29.91","83.49","6.49","49.05","mungbean"
"14","55","18","29.91","86.62","6.36","59.09","mungbean"
"20","43","25","29.06","87.06","6.79","43.4","mungbean"
"28","41","24","28.58","82.88","6.22","45.87","mungbean"
"16","52","16","28.31","86.37","6.84","50.24","mungbean"
"0","56","16","28.1","87.58","7.03","54.07","mungbean"
"4","56","15","28.71","89.14","6.69","47.51","mungbean"
"36","53","24","29.03","84.29","6.89","47.53","mungbean"
"18","44","18","29.27","89.78","6.6","53.61","mungbean"
"30","43","22","29.11","87.06","6.97","37.71","mungbean"
"30","48","22","28.88","81.16","6.71","53.46","mungbean"
"15","41","24","28.48","80.82","6.91","37.18","mungbean"
"0","53","19","29.14","80.03","6.43","59.87","mungbean"
"40","38","22","28.42","80.19","6.57","49.81","mungbean"
"12","47","19","28.89","80.03","7.14","36.12","mungbean"
"0","44","18","28.97","82.72","6.45","43.08","mungbean"
"11","46","25","29.25","84.65","6.42","49.73","mungbean"
"16","45","20","27.01","87.7","7.04","59.87","mungbean"
"14","51","22","28.03","82.2","6.73","55.64","mungbean"
"5","52","19","28.51","85.84","6.75","48.2","mungbean"
"38","45","18","29.18","84.78","6.4","47.63","mungbean"
"0","49","17","27.6","83.46","6.91","58.24","mungbean"
"27","49","20","29.09","83.1","6.85","49.06","mungbean"
"23","53","24","29.35","84.17","6.8","54.61","mungbean"
"14","56","20","28.91","88.7","6.72","50.23","mungbean"
"25","51","22","29","84.36","6.91","49.45","mungbean"
"20","48","17","28.79","90","6.68","59.87","mungbean"
"14","47","16","29.01","85.31","6.57","44.55","mungbean"
"24","48","21","27.01","90","6.75","56.4","mungbean"
"9","38","22","28.12","83.19","6.44","50.74","mungbean"
"40","46","23","28.44","83.94","6.35","41.8","mungbean"
"29","53","24","28.87","87.6","6.4","46.24","mungbean"
"24","45","15","28.74","88.43","6.75","47.79","mungbean"
"19","46","17","28.17","84.66","7.04","38.77","mungbean"
"18","49","20","28.47","82.71","6.96","45.16","mungbean"
"0","52","17","29.69","86","6.58","41.3","mungbean"
"7","43","18","29.91","87.81","6.84","54.68","mungbean"
"22","49","20","28.12","83.95","6.39","40.18","mungbean"
"11","35","24","29.45","89.1","6.62","37.25","mungbean"
"40","54","18","28.98","85.5","6.58","56.53","mungbean"
"27","43","15","28.13","87.57","6.9","59.87","mungbean"
"25","40","20","29.02","84.55","6.91","38.99","mungbean"
"25","50","20","29.91","83.29","7.14","40.85","mungbean"
"13","48","21","27.02","85.56","6.65","47.82","mungbean"
"16","46","16","28.89","85.6","6.7","54.25","mungbean"
"4","42","25","27.76","86.78","6.22","59.87","mungbean"
"25","59","22","27.63","89.35","6.53","51.65","mungbean"
"25","47","25","27.76","85.28","6.52","55.27","mungbean"
"4","60","19","28.47","87.09","7.2","44.48","mungbean"
"31","60","25","28.27","83.22","6.59","36.12","mungbean"
"11","39","21","29.91","83.76","6.23","50.15","mungbean"
"23","38","19","28.64","87.51","6.61","46.45","mungbean"
"24","45","15","29.57","81.1","6.66","54.04","mungbean"
"34","58","18","28.42","84","6.55","49.46","mungbean"
"1","43","22","27.01","85.4","6.98","54.8","mungbean"
"2","46","24","29.6","84.66","6.41","50.25","mungbean"
"23","42","22","28.06","88.38","7.2","50.89","mungbean"
"28","56","15","28.79","83.64","6.4","43.01","mungbean"
"11","48","20","29.44","89.04","6.9","42.19","mungbean"
"18","43","22","28.64","84.6","7.05","59.1","mungbean"
"10","51","19","29.19","82.66","6.22","55.03","mungbean"
"29","60","16","28.41","87.82","7.04","46.3","mungbean"
"13","43","15","28.62","85.96","6.38","48.51","mungbean"
"29","56","17","27.42","88.05","6.56","54.19","mungbean"
"9","57","25","28.97","88.17","6.57","58.2","mungbean"
"6","44","18","28.25","84.27","6.58","44.79","mungbean"
"39","40","25","29.11","82.11","6.99","50.7","mungbean"
"40","35","22","29.46","83.99","6.48","42.2","mungbean"
"22","46","21","29.75","85.9","7","50.18","mungbean"
"22","48","23","29.14","85.76","6.97","51.94","mungbean"
"0","41","21","27.77","84.25","6.54","46.89","mungbean"
"21","52","24","28.42","80.03","6.67","59.87","mungbean"
"31","45","23","28.76","85.43","6.6","59.87","mungbean"
"25","45","24","29.22","85.85","6.6","50.41","mungbean"
"3","38","21","28.66","86.62","6.58","50","mungbean"
"40","47","18","29.39","87.92","6.76","54.73","mungbean"
"13","58","15","29.55","90","7.17","49.32","mungbean"
"30","36","22","29.05","86.14","6.38","45.59","mungbean"
"28","43","25","29.09","88.75","6.56","47.29","mungbean"
"29","40","17","29.4","85.56","7.2","49.73","mungbean"
"13","57","18","28.54","83.22","6.74","59.87","mungbean"
"23","40","23","29.74","86.38","6.47","45.84","mungbean"
"24","60","22","27.9","86.98","6.44","50.27","mungbean"
"0","50","15","28.64","81.9","6.63","55.7","mungbean"
"20","35","15","28.47","86.24","6.73","49.78","mungbean"
"27","46","19","28.72","87.01","7.01","59.87","mungbean"
"30","40","20","28.59","86.35","6.28","43.58","mungbean"
"10","52","15","28.36","88.77","6.78","52.4","mungbean"
"21","49","18","28.07","84.56","6.66","39.41","mungbean"
"10","57","24","27.38","83.58","7.09","46.66","mungbean"
"11","45","20","27.36","80.03","7.03","47.14","mungbean"
"0","53","15","29.91","84.76","6.23","45.08","mungbean"
"24","48","17","28.99","88.22","6.67","36.12","mungbean"
"17","43","22","29.09","84.84","6.91","52.12","mungbean"
"22","35","18","28.98","82.42","6.47","56.05","mungbean"
"32","60","21","28.69","85.82","6.96","55.33","mungbean"
"8","39","23","29.75","85.02","7.11","59.87","mungbean"
"27","37","21","27.01","83.91","6.36","48.85","mungbean"
"10","36","18","28.16","89.51","6.47","58.57","mungbean"
"38","41","20","29.6","83.61","6.67","49.93","mungbean"
"31","44","20","27.85","85.16","6.22","48.83","mungbean"
"27","53","18","28.87","83.06","6.68","38.88","mungbean"
"24","51","18","28.59","90","6.71","55.19","mungbean"
"29","50","21","29.59","80.47","6.33","46.13","mungbean"
"18","48","20","28.01","87.11","6.27","54.71","mungbean"
"19","41","21","29.54","83.9","6.95","44.15","mungbean"
"37","49","15","27.27","84.74","6.44","50.19","mungbean"
"40","44","22","29.57","87.52","6.71","54.43","mungbean"
"7","50","24","29.39","88.65","6.85","49.39","mungbean"
"21","44","21","29.91","85.64","7.17","47.59","mungbean"
"28","39","20","28.31","83.48","7.2","39.03","mungbean"
"14","53","25","28.79","81.98","6.66","48.36","mungbean"
"32","41","20","28.02","87.01","7.13","40.72","mungbean"
"9","60","20","28.52","81.03","6.79","42.86","mungbean"
"39","53","25","28.58","84.17","7.19","45.69","mungbean"
"34","55","22","28.66","86.23","6.22","50.62","mungbean"
"0","52","20","28.8","86.9","6.69","49.15","mungbean"
"12","44","16","28.23","82.73","6.61","36.12","mungbean"
"23","52","21","28.01","84.09","6.59","45.93","mungbean"
"18","43","20","27.11","83.61","6.76","36.12","mungbean"
"3","53","21","27.64","84.88","6.36","47.89","mungbean"
"12","38","25","28.62","80.03","6.39","57.53","mungbean"
"0","44","17","27.86","88.19","6.99","42.14","mungbean"
"7","58","23","28.73","89.37","6.37","48.01","mungbean"
"11","54","15","29.34","86.33","7.15","49.64","mungbean"
"6","43","25","27.63","81.59","6.41","36.12","mungbean"
"8","43","21","28.48","81.01","6.75","44.44","mungbean"
"10","35","17","29.21","85.18","6.29","47.64","mungbean"
"36","50","18","28.85","81.67","6.39","51.14","mungbean"
"26","48","23","28.08","87.86","6.51","36.12","mungbean"
"26","60","20","27.54","80.88","6.55","59.87","mungbean"
"32","43","18","28.54","84.17","7.2","51.06","mungbean"
"12","36","24","28.13","84.81","6.77","51.48","mungbean"
"34","60","18","27.3","85.31","7.2","37.31","mungbean"
"7","54","20","28.72","86.32","6.84","44.99","mungbean"
"28","57","21","27.27","86.21","6.88","51.68","mungbean"
"27","38","22","28.68","85.48","6.62","46.63","mungbean"
"13","45","22","29.36","83.69","6.42","38.79","mungbean"
"0","39","21","29.23","88.67","6.54","43.16","mungbean"
"27","46","18","28.3","83.5","6.85","36.12","mungbean"
"12","38","15","29.91","83.8","6.73","48.98","mungbean"
"0","38","18","29.15","85.4","6.49","43.18","mungbean"
"23","42","23","27.78","86.44","6.66","52.57","mungbean"
"9","60","23","29.2","87.63","7.01","43.8","mungbean"
"31","49","17","28.42","81.65","6.68","42.03","mungbean"
"24","46","20","27.01","85.26","6.4","45.03","mungbean"
"36","35","20","28.62","86.33","6.22","46.28","mungbean"
"25","54","21","27.39","88.91","6.55","44.21","mungbean"
"6","56","19","28.68","85.13","6.5","47.4","mungbean"
"19","50","18","28.56","85.97","6.87","49.48","mungbean"
"16","52","15","28.55","85.05","6.32","46.16","mungbean"
"5","46","21","28.86","86.16","6.91","41.59","mungbean"
"7","44","17","27.01","85.42","7.2","42.14","mungbean"
"21","35","20","28.05","85.13","6.62","49.16","mungbean"
"24","52","17","28.79","86.52","7.04","58.51","mungbean"
"11","45","20","27.84","83.59","7.02","44.81","mungbean"
"12","38","24","27.43","89.58","6.88","37.08","mungbean"
"31","43","15","29.05","86.17","6.35","56.42","mungbean"
"25","52","25","28.96","84.21","6.76","45.88","mungbean"
"36","56","21","27.96","88.66","6.92","43.8","mungbean"
"18","56","18","28.57","85.76","6.75","36.43","mungbean"
"0","41","19","29.35","90","6.68","40.99","mungbean"
"14","60","21","27.88","90","6.71","59.87","mungbean"
"21","60","17","27.64","88.86","6.76","58.72","mungbean"
"28","46","18","29.05","83.72","6.38","41.98","mungbean"
"12","45","21","28.16","84.24","6.67","52.75","mungbean"
"23","44","18","28.33","82.86","6.81","51.95","mungbean"
"22","42","22","29.87","82.79","6.78","54.71","mungbean"
"9","49","22","28.07","83.74","7.08","36.96","mungbean"
"4","55","15","29.91","86.01","7.13","43.6","mungbean"
"2","54","20","28.25","90","6.52","54.77","mungbean"
"24","35","20","27.65","88.97","6.85","39.9","mungbean"
"9","51","25","27.97","84.99","7.2","55.82","mungbean"
"40","47","22","27.87","84.88","6.86","46.74","mungbean"
"24","43","25","27.74","90","6.9","53.57","mungbean"
"5","45","20","28.57","80.52","6.93","55.84","mungbean"
"40","40","23","27.01","82.73","6.72","51.19","mungbean"
"1","37","20","28.17","87.56","6.35","51.35","mungbean"
"17","46","16","28.27","81.98","6.33","45.52","mungbean"
"28","51","21","29.53","90","6.69","47.56","mungbean"
"12","48","22","29.29","87.79","6.4","54.14","mungbean"
"31","46","17","28.33","80.03","6.25","55.29","mungbean"
"8","37","19","28.47","81.94","6.9","44.05","mungbean"
"16","48","17","27.55","86.71","6.48","51.53","mungbean"
"19","47","16","28.01","88.99","6.86","50.34","mungbean"
"37","40","24","28.07","85.97","7.2","52.59","mungbean"
"21","57","19","28.16","86.6","6.42","54.82","mungbean"
"26","49","18","28.23","80.03","6.64","43.86","mungbean"
"18","36","15","29.05","80.03","6.32","49.99","mungbean"
"7","52","21","27.24","83.66","6.22","43.31","mungbean"
"0","49","17","28.91","81.75","6.81","59.87","mungbean"
"23","47","20","28.63","80.03","6.86","49.64","mungbean"
"38","52","21","27.22","87.97","6.59","46.58","mungbean"
"2","56","18","28.48","85.88","6.82","48.23","mungbean"
"27","56","23","28.29","85.48","6.22","37.76","mungbean"
"0","43","18","27.68","87.36","6.57","58.38","mungbean"
"40","50","22","28.28","84.05","6.25","49.46","mungbean"
"18","36","18","29.51","90","7.2","47.17","mungbean"
"23","54","25","28.05","84.41","6.76","57.64","mungbean"
"0","47","20","27.75","83.52","7","52.63","mungbean"
"22","35","21","28.66","80.03","6.51","46.82","mungbean"
"22","42","18","27.86","85.39","6.53","43.48","mungbean"
"33","54","18","28.14","89.42","6.72","46.42","mungbean"
